ID,NBHD,PROP_CLASS,LIVING_SQFT,FBSMT_SQFT,BSMT_AREA,LAND_SQFT,GRD_AREA,BLDG_AGE,RM_AGE,BED_RMS,FULL_B,HLF_B,STORY,STYLE_CN,UNITS,SALE_PRICE
194515,UNION STATION,CONDOMINIUMS,1345,0,0,0,0,2,,2.0,2.0,0,1.0,END UNIT,1.0,995000
365397,MONTCLAIR,SINGLE FAMILY RESIDENCE,783,743,783,6500,0,68,,2.0,2.0,0,1.0,1 STORY,1.0,525000
863973,WEST HIGHLAND,SINGLE FAMILY RESIDENCE,653,0,0,2250,0,99,7.0,1.0,2.0,0,2.0,2 STORY,1.0,917000
677701,BARNUM,SINGLE FAMILY RESIDENCE,1034,0,347,4666,0,94,0.0,3.0,1.0,0,1.0,1 STORY,1.0,210000
738399,CENTRAL PARK,CONDOMINIUMS,820,0,0,0,0,13,,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,279000
192504,BEAR VALLEY,SINGLE FAMILY RESIDENCE,1535,0,1241,11200,0,49,,3.0,2.0,0,1.0,1 STORY,1.0,419000
227942,BELCARO,SINGLE FAMILY RESIDENCE,2305,782,850,5000,0,77,14.0,3.0,4.0,0,1.5,1.5 STORY,1.0,1080000
394175,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1534,0,600,2066,0,1,,3.0,2.0,1,2.0,END UNIT,1.0,322035
513137,LOWRY FIELD,CONDOMINIUMS,963,0,0,0,0,19,,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,295000
781248,MONTCLAIR,SINGLE FAMILY RESIDENCE,1161,929,1161,5450,0,71,4.0,3.0,2.0,0,1.0,1 STORY,1.0,540000
974580,HARVEY PARK,SINGLE FAMILY RESIDENCE,1160,0,0,6230,0,64,4.0,3.0,2.0,0,1.0,1 STORY,1.0,370000
257982,FORT LOGAN,SINGLE FAMILY RESIDENCE,1458,0,0,3609,0,20,,3.0,2.0,0,2.0,2 STORY,1.0,356000
590789,SUNNYSIDE,SINGLE FAMILY RESIDENCE,1173,0,0,768,0,1,,2.0,2.0,1,3.0,MIDDLE UNIT,1.0,544479
271383,HAMPDEN SOUTH,CONDOMINIUMS,1360,0,0,0,0,51,,2.0,2.0,1,2.0,MIDDLE UNIT,1.0,275000
705059,UNION STATION,CONDOMINIUMS,1449,0,0,0,0,2,,3.0,2.0,0,1.0,END UNIT,1.0,1060000
42758,CHEESMAN PARK,CONDOMINIUMS,609,0,0,0,0,53,19.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,195000
303642,WEST COLFAX,SINGLE FAMILY RESIDENCE,2014,0,0,1816,0,1,,3.0,3.0,1,3.0,END UNIT,1.0,614900
736310,CENTRAL PARK,SINGLE FAMILY RESIDENCE,2384,0,0,2850,0,4,,3.0,3.0,1,3.0,END UNIT,1.0,570000
653111,GATEWAY / GREEN VALLEY RANCH,CONDOMINIUMS,1121,0,0,0,0,17,,2.0,2.0,0,1.0,END UNIT,1.0,239400
849132,WEST HIGHLAND,SINGLE FAMILY RESIDENCE,1506,0,170,3120,0,124,11.0,3.0,2.0,0,1.0,1 STORY,1.0,700000
793879,MONTBELLO,SINGLE FAMILY RESIDENCE,857,771,857,6300,0,47,,2.0,2.0,0,1.0,1 STORY,1.0,310000
161390,UNION STATION,CONDOMINIUMS,1732,0,0,0,0,38,16.0,2.0,2.0,0,1.0,END UNIT,1.0,670000
505866,WEST COLFAX,SINGLE FAMILY RESIDENCE,1176,0,0,1389,0,2,,2.0,2.0,1,2.0,END UNIT,1.0,434900
61240,BELCARO,SINGLE FAMILY RESIDENCE,1252,1064,1172,6250,0,70,,3.0,2.0,0,1.0,1 STORY,1.0,493000
579899,NORTH PARK HILL,SINGLE FAMILY RESIDENCE,1029,0,0,6560,0,71,0.0,2.0,1.0,0,1.0,1 STORY,1.0,305000
423657,WINDSOR,CONDOMINIUMS,855,0,0,0,0,54,,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,135000
964981,JEFFERSON PARK,SINGLE FAMILY RESIDENCE,2607,0,0,3051,0,2,,4.0,3.0,1,3.0,3 STORY,1.0,1093000
961975,UNION STATION,CONDOMINIUMS,682,0,0,0,0,2,,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,495000
483001,WHITTIER,SINGLE FAMILY RESIDENCE,3496,808,908,4687,0,130,2.0,3.0,3.0,1,2.5,2.5 STORY,1.0,1219000
639456,CAPITOL HILL,CONDOMINIUMS,739,0,0,0,0,58,21.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,242500
840116,SKYLAND,SINGLE FAMILY RESIDENCE,918,459,559,4170,0,96,3.0,2.0,2.0,0,1.0,1 STORY,1.0,507000
767184,CONGRESS PARK,CONDOMINIUMS,565,0,0,0,0,57,13.0,1.0,1.0,0,1.0,END UNIT,1.0,251000
723912,MONTCLAIR,CONDOMINIUMS,597,0,0,0,0,47,,1.0,1.0,0,1.0,END UNIT,1.0,172000
876051,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1340,0,0,1885,0,1,,3.0,2.0,1,2.0,END UNIT,1.0,244781
904285,PLATT PARK,SINGLE FAMILY RESIDENCE,954,0,0,3120,0,120,5.0,1.0,1.0,0,1.0,1 STORY,1.0,435000
209471,MONTCLAIR,SINGLE FAMILY RESIDENCE,2866,0,518,13000,0,129,8.0,5.0,2.0,1,2.0,2 STORY,1.0,940000
90074,WINDSOR,CONDOMINIUMS,945,0,0,0,0,52,0.0,2.0,1.0,0,1.0,END UNIT,1.0,125000
439254,UNIVERSITY HILLS,SINGLE FAMILY RESIDENCE,849,0,0,7440,0,68,0.0,2.0,1.0,0,1.0,1 STORY,1.0,360000
1853,WHITTIER,SINGLE FAMILY RESIDENCE,1093,900,1093,4690,0,112,15.0,2.0,2.0,0,1.0,1 STORY,1.0,625000
960451,BARNUM WEST,SINGLE FAMILY RESIDENCE,810,770,810,7680,0,59,0.0,2.0,2.0,0,1.0,1 STORY,1.0,386000
940253,OVERLAND,SINGLE FAMILY RESIDENCE,1105,0,0,925,0,1,,2.0,2.0,1,2.0,END UNIT,1.0,399900
566315,BEAR VALLEY,CONDOMINIUMS,617,0,0,0,0,39,,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,103000
982102,MONTCLAIR,CONDOMINIUMS,1008,0,0,0,0,57,0.0,2.0,2.0,0,1.0,END UNIT,1.0,245000
349954,SOUTH PARK HILL,SINGLE FAMILY RESIDENCE,3489,1578,1661,6480,0,13,0.0,4.0,4.0,1,2.0,2 STORY,1.0,1375000
689238,CONGRESS PARK,CONDOMINIUMS,799,0,0,0,0,53,0.0,2.0,1.0,0,1.0,END UNIT,1.0,305000
808986,HAMPDEN SOUTH,SINGLE FAMILY RESIDENCE,977,0,0,8400,905,49,0.0,2.0,2.0,0,1.0,BI-LEVEL,1.0,438000
743763,UNION STATION,CONDOMINIUMS,1424,0,0,0,0,2,,3.0,2.0,0,1.0,END UNIT,1.0,1100000
434885,CHERRY CREEK,SINGLE FAMILY RESIDENCE,2214,983,1092,3100,0,23,,2.0,3.0,1,2.0,END UNIT,1.0,995000
619903,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,2347,0,0,4126,0,18,,3.0,2.0,1,2.0,2 STORY,1.0,375000
231753,CITY PARK,CONDOMINIUMS,1157,0,0,0,0,13,13.0,2.0,2.0,0,1.0,END UNIT,1.0,615000
694994,INDIAN CREEK,CONDOMINIUMS,1238,0,0,0,0,37,,2.0,2.0,0,2.0,MIDDLE UNIT,1.0,245000
305916,UNION STATION,CONDOMINIUMS,1283,0,0,0,0,39,1.0,2.0,2.0,0,1.0,END UNIT,1.0,455000
657559,HARVEY PARK,SINGLE FAMILY RESIDENCE,712,0,0,6420,0,68,0.0,2.0,1.0,0,1.0,1 STORY,1.0,305400
520723,WINDSOR,CONDOMINIUMS,855,0,0,0,0,50,0.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,165000
519826,HILLTOP,CONDOMINIUMS,668,0,0,0,0,2,,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,315000
953523,MARSTON,SINGLE FAMILY RESIDENCE,1438,0,0,2464,0,37,,3.0,1.0,1,2.0,MIDDLE UNIT,1.0,340000
306196,ELYRIA SWANSEA,SINGLE FAMILY RESIDENCE,778,0,480,4390,0,90,0.0,2.0,1.0,0,1.0,1 STORY,1.0,199900
685251,MONTBELLO,SINGLE FAMILY RESIDENCE,1115,378,421,6337,316,20,20.0,3.0,3.0,0,1.0,TRI-LEVEL W/B,1.0,325000
471363,HIGHLAND,SINGLE FAMILY RESIDENCE,2673,0,0,3123,0,1,,3.0,3.0,1,3.0,3 STORY,1.0,1200000
896485,UNIVERSITY,SINGLE FAMILY RESIDENCE,1914,0,0,3125,0,2,,3.0,2.0,1,2.0,END UNIT,1.0,728000
872021,GOLDSMITH,CONDOMINIUMS,860,0,0,0,0,47,,2.0,2.0,0,2.0,MIDDLE UNIT,1.0,160000
290788,WINDSOR,CONDOMINIUMS,1200,0,0,0,0,53,,2.0,2.0,0,1.0,MIDDLE UNIT,1.0,200000
190705,CITY PARK,SINGLE FAMILY RESIDENCE,2479,941,990,3167,0,1,,3.0,4.0,1,2.5,END UNIT,1.0,1012500
830338,BAKER,SINGLE FAMILY RESIDENCE,1414,0,102,3095,0,129,12.0,3.0,2.0,0,1.0,1 STORY,1.0,475000
476901,CENTRAL PARK,SINGLE FAMILY RESIDENCE,4340,0,2032,10000,0,0,,5.0,5.0,1,2.0,2 STORY,1.0,924310
284937,UNION STATION,CONDOMINIUMS,488,0,0,0,0,2,,0.0,1.0,0,1.0,MIDDLE UNIT,1.0,325000
532045,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1182,0,0,1307,0,2,,2.0,2.0,1,2.0,END UNIT,1.0,179500
283823,HAMPDEN,SINGLE FAMILY RESIDENCE,1443,0,0,9700,819,53,0.0,3.0,3.0,0,1.0,BI-LEVEL,1.0,499900
93286,COLE,SINGLE FAMILY RESIDENCE,1930,0,339,3120,0,118,0.0,3.0,3.0,0,2.0,2 STORY,1.0,370000
60756,MARSTON,CONDOMINIUMS,706,0,0,0,0,37,11.0,2.0,1.0,0,1.0,END UNIT,1.0,209000
663008,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1886,766,891,3240,0,6,,3.0,3.0,1,2.0,2 STORY,1.0,630000
791294,WASHINGTON VIRGINIA VALE,SINGLE FAMILY RESIDENCE,1293,264,278,737,0,37,0.0,2.0,2.0,1,2.0,MIDDLE UNIT,1.0,325000
386017,JEFFERSON PARK,CONDOMINIUMS,535,0,0,0,0,2,,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,318599
550143,NORTHEAST PARK HILL,SINGLE FAMILY RESIDENCE,1268,0,0,6350,0,66,1.0,4.0,2.0,0,1.5,1.5 STORY,1.0,413000
575232,WINDSOR,CONDOMINIUMS,1142,0,0,0,0,46,,2.0,1.0,1,2.0,MIDDLE UNIT,1.0,212000
331514,INDIAN CREEK,SINGLE FAMILY RESIDENCE,1131,496,522,783,0,35,,2.0,3.0,1,2.0,MIDDLE UNIT,1.0,275000
480923,BAKER,SINGLE FAMILY RESIDENCE,1030,0,142,1624,0,123,17.0,2.0,1.0,0,2.0,END UNIT,1.0,411460
884879,MONTCLAIR,CONDOMINIUMS,751,0,0,0,0,73,18.0,2.0,1.0,0,1.0,END UNIT,1.0,319000
74137,FORT LOGAN,CONDOMINIUMS,831,0,0,0,0,47,,2.0,1.0,0,1.0,END UNIT,1.0,175000
524135,BARNUM WEST,SINGLE FAMILY RESIDENCE,887,798,887,6250,0,65,4.0,2.0,2.0,0,1.0,1 STORY,2.0,401000
83446,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1666,0,0,1986,0,9,,3.0,2.0,1,2.0,END UNIT,1.0,440000
217508,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1805,0,700,5908,0,0,,3.0,2.0,1,2.0,2 STORY,1.0,408026
13069,SOUTHMOOR PARK,CONDOMINIUMS,1224,0,0,0,0,50,4.0,2.0,2.0,0,1.0,END UNIT,1.0,270000
860469,WEST HIGHLAND,SINGLE FAMILY RESIDENCE,2404,0,745,4370,0,129,0.0,3.0,3.0,0,1.5,1.5 STORY,1.0,760000
881035,JEFFERSON PARK,SINGLE FAMILY RESIDENCE,1655,263,343,2886,0,129,1.0,3.0,3.0,1,1.5,1.5 STORY,1.0,730000
768896,DIA,SINGLE FAMILY RESIDENCE,1779,0,0,2300,0,16,,3.0,2.0,1,2.0,END UNIT,1.0,318000
467570,HAMPDEN SOUTH,SINGLE FAMILY RESIDENCE,2248,0,2173,7385,0,7,,3.0,2.0,1,1.0,1 STORY,1.0,665000
284737,UNIVERSITY HILLS,SINGLE FAMILY RESIDENCE,1258,1003,1114,9720,0,65,0.0,2.0,2.0,0,1.0,1 STORY,1.0,564000
693469,WEST HIGHLAND,SINGLE FAMILY RESIDENCE,1583,0,217,6350,0,123,27.0,4.0,2.0,0,2.0,2 STORY,1.0,640000
226724,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1522,0,0,3604,0,17,,2.0,2.0,1,2.0,2 STORY,1.0,309000
10473,HAMPDEN,SINGLE FAMILY RESIDENCE,1812,0,758,10400,0,53,4.0,3.0,2.0,1,1.0,1 STORY,1.0,550000
467611,UNION STATION,CONDOMINIUMS,690,0,0,0,0,2,,2.0,1.0,0,1.0,MIDDLE UNIT,1.0,285936
468164,WASHINGTON VIRGINIA VALE,SINGLE FAMILY RESIDENCE,1307,0,1307,8400,0,54,,3.0,2.0,0,1.0,1 STORY,1.0,380000
20215,SPEER,SINGLE FAMILY RESIDENCE,1293,947,997,4760,0,112,0.0,2.0,3.0,0,1.0,1 STORY,1.0,750000
564239,CENTRAL PARK,SINGLE FAMILY RESIDENCE,2022,575,781,2600,0,0,,3.0,3.0,1,2.0,END UNIT,1.0,516654
901287,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1862,0,744,3328,0,0,,4.0,2.0,1,2.0,2 STORY,1.0,368675
357414,WEST COLFAX,SINGLE FAMILY RESIDENCE,1398,0,0,1705,0,1,,2.0,2.0,1,3.0,END UNIT,1.0,469500
238432,UNIVERSITY HILLS,SINGLE FAMILY RESIDENCE,1161,824,1161,7400,0,63,,3.0,2.0,0,1.0,1 STORY,1.0,485000
593447,CHAFFEE PARK,SINGLE FAMILY RESIDENCE,1124,0,0,6250,0,105,0.0,3.0,1.0,0,1.0,1 STORY,1.0,370000
56445,MONTCLAIR,SINGLE FAMILY RESIDENCE,1346,1209,1268,5350,0,81,0.0,2.0,2.0,0,1.0,1 STORY,1.0,556000
545308,CHEESMAN PARK,CONDOMINIUMS,528,0,0,0,0,95,17.0,1.0,1.0,0,1.0,END UNIT,1.0,252000
685978,HARVEY PARK,SINGLE FAMILY RESIDENCE,907,726,907,8480,0,64,,2.0,2.0,0,1.0,1 STORY,1.0,340000
998262,MONTBELLO,SINGLE FAMILY RESIDENCE,961,0,0,4680,250,35,4.0,3.0,1.0,0,1.0,TRI-LEVEL,1.0,323000
700078,REGIS,SINGLE FAMILY RESIDENCE,1792,0,0,6250,0,99,0.0,3.0,2.0,1,1.0,1 STORY,1.0,370000
986335,WASHINGTON VIRGINIA VALE,CONDOMINIUMS,944,0,0,0,0,46,,2.0,1.0,1,2.0,MIDDLE UNIT,1.0,222000
152286,NORTH PARK HILL,SINGLE FAMILY RESIDENCE,2264,788,788,9530,0,67,6.0,3.0,3.0,0,1.0,1 STORY,1.0,722500
188566,HIGHLAND,SINGLE FAMILY RESIDENCE,1886,760,760,2850,0,1,,2.0,4.0,1,3.0,3 STORY,1.0,1109400
901971,CENTRAL PARK,SINGLE FAMILY RESIDENCE,2022,654,781,3375,0,0,,3.0,3.0,1,2.0,END UNIT,1.0,489241
810956,WEST COLFAX,SINGLE FAMILY RESIDENCE,1797,0,0,852,0,3,,3.0,3.0,1,3.0,MIDDLE UNIT,1.0,699900
539656,SUNNYSIDE,CONDOMINIUMS,420,0,0,0,0,117,16.0,1.0,1.0,0,1.0,END UNIT,1.0,275000
238789,CENTRAL PARK,SINGLE FAMILY RESIDENCE,2170,818,930,3159,0,0,,2.0,3.0,1,2.0,2 STORY,1.0,576998
311565,WASHINGTON PARK,SINGLE FAMILY RESIDENCE,1247,975,1175,4680,0,100,4.0,2.0,2.0,0,1.0,1 STORY,1.0,867500
376337,LINCOLN PARK,SINGLE FAMILY RESIDENCE,1082,0,0,3750,0,129,14.0,3.0,1.0,1,1.0,1 STORY,1.0,403000
821073,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1598,0,749,2475,0,5,,3.0,2.0,1,2.0,END UNIT,1.0,500000
171706,MARSTON,SINGLE FAMILY RESIDENCE,1019,871,931,6000,0,42,,3.0,2.0,0,1.0,1 STORY,1.0,370000
740981,SLOAN LAKE,SINGLE FAMILY RESIDENCE,914,513,540,4840,0,92,1.0,2.0,2.0,0,1.0,1 STORY,1.0,620000
214981,HIGHLAND,CONDOMINIUMS,710,0,0,0,0,129,18.0,1.0,1.0,0,1.0,END UNIT,1.0,345000
627175,BELCARO,CONDOMINIUMS,2435,311,1243,0,0,33,0.0,2.0,3.0,0,1.0,END UNIT,1.0,1000000
483458,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1660,572,603,3681,0,12,,3.0,3.0,1,2.0,END UNIT,1.0,545000
899224,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1612,638,794,2481,0,0,,2.0,3.0,1,2.0,END UNIT,1.0,676072
604390,SPEER,CONDOMINIUMS,563,0,0,0,0,58,18.0,1.0,1.0,0,1.0,END UNIT,1.0,206000
994511,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1691,0,323,4902,0,20,20.0,3.0,2.0,1,2.0,2 STORY,1.0,327900
454022,WINDSOR,CONDOMINIUMS,1200,0,0,0,0,55,13.0,2.0,2.0,0,1.0,MIDDLE UNIT,1.0,199900
755321,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,2139,0,958,4500,0,0,,4.0,2.0,1,2.0,2 STORY,1.0,438775
992354,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1173,0,0,986,0,0,,2.0,1.0,1,3.0,MIDDLE UNIT,1.0,945000
523439,WINDSOR,CONDOMINIUMS,945,0,0,0,0,49,,2.0,1.0,0,1.0,END UNIT,1.0,175000
348758,MONTCLAIR,SINGLE FAMILY RESIDENCE,1144,1080,1144,6250,0,71,,3.0,1.0,0,1.0,1 STORY,1.0,172000
405603,SUNNYSIDE,SINGLE FAMILY RESIDENCE,1842,1000,1000,4170,0,112,4.0,4.0,3.0,0,2.0,2 STORY,1.0,910000
947548,GOLDSMITH,SINGLE FAMILY RESIDENCE,1037,933,1037,8950,0,54,,2.0,2.0,0,1.0,1 STORY,1.0,432300
846510,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1549,614,682,3025,0,0,,3.0,3.0,1,2.0,2 STORY,1.0,712000
673351,HAMPDEN SOUTH,SINGLE FAMILY RESIDENCE,900,0,0,470,0,46,,2.0,1.0,1,2.0,MIDDLE UNIT,1.0,182000
776146,CAPITOL HILL,CONDOMINIUMS,726,0,0,0,0,79,,2.0,1.0,0,1.0,MIDDLE UNIT,1.0,325000
898095,UNIVERSITY PARK,SINGLE FAMILY RESIDENCE,1523,0,0,7500,0,78,1.0,3.0,2.0,0,1.0,1 STORY,1.0,457000
930311,VIRGINIA VILLAGE,SINGLE FAMILY RESIDENCE,1764,144,858,10000,0,59,0.0,4.0,3.0,1,2.0,2 STORY,1.0,435000
328160,MARSTON,CONDOMINIUMS,1409,0,830,0,0,25,,2.0,2.0,0,1.0,END UNIT,1.0,254100
869290,MONTBELLO,SINGLE FAMILY RESIDENCE,944,0,0,7870,460,46,0.0,2.0,2.0,0,1.0,TRI-LEVEL,1.0,330000
378650,LOWRY FIELD,SINGLE FAMILY RESIDENCE,4543,1638,2047,6303,0,1,,3.0,4.0,1,2.5,2.5 STORY,1.0,1740000
347658,OVERLAND,SINGLE FAMILY RESIDENCE,1933,0,0,3125,0,1,,4.0,3.0,0,2.0,END UNIT,1.0,505000
787611,HAMPDEN SOUTH,SINGLE FAMILY RESIDENCE,1316,1119,1316,10200,0,55,,3.0,3.0,0,1.0,1 STORY,1.0,439470
810996,RUBY HILL,SINGLE FAMILY RESIDENCE,742,0,0,6200,0,65,17.0,2.0,1.0,0,1.0,1 STORY,1.0,309000
284568,HAMPDEN SOUTH,CONDOMINIUMS,763,0,0,0,0,48,1.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,150000
893908,CBD,CONDOMINIUMS,837,0,0,0,0,116,21.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,375000
437702,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1464,1286,1464,4121,0,0,,2.0,3.0,0,1.0,END UNIT,1.0,568000
898015,CENTRAL PARK,SINGLE FAMILY RESIDENCE,3271,1102,1310,4320,0,14,4.0,5.0,4.0,1,2.5,2.5 STORY,1.0,1050000
871906,SUNNYSIDE,SINGLE FAMILY RESIDENCE,982,720,720,7460,0,72,0.0,3.0,2.0,0,1.0,1 STORY,1.0,437500
921155,MONTBELLO,SINGLE FAMILY RESIDENCE,1039,831,1039,6300,0,49,0.0,3.0,3.0,0,1.0,1 STORY,1.0,345000
170607,HIGHLAND,SINGLE FAMILY RESIDENCE,1017,966,1017,2970,0,44,2.0,2.0,2.0,2,1.0,END UNIT,1.0,717000
394018,INDIAN CREEK,SINGLE FAMILY RESIDENCE,1073,0,0,638,0,36,0.0,2.0,1.0,1,2.0,MIDDLE UNIT,1.0,250000
633340,EAST COLFAX,SINGLE FAMILY RESIDENCE,1341,0,0,8770,0,68,0.0,3.0,1.0,0,1.0,1 STORY,1.0,435000
767417,CHEESMAN PARK,CONDOMINIUMS,971,0,0,0,0,109,13.0,1.0,1.0,0,1.0,END UNIT,1.0,317500
216751,SPEER,CONDOMINIUMS,911,0,0,0,0,1,,2.0,2.0,0,1.0,END UNIT,1.0,580000
861947,SLOAN LAKE,SINGLE FAMILY RESIDENCE,2029,0,231,2821,0,39,14.0,2.0,2.0,0,2.0,2 STORY,1.0,510000
854297,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,852,0,0,5090,432,34,0.0,2.0,2.0,0,1.0,TRI-LEVEL,1.0,215000
657402,MARSTON,CONDOMINIUMS,815,0,0,0,0,36,,1.0,1.0,0,1.0,END UNIT,1.0,180000
773803,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1347,0,0,2210,0,1,,3.0,2.0,1,2.0,END UNIT,1.0,232816
326290,VIRGINIA VILLAGE,SINGLE FAMILY RESIDENCE,1476,768,853,11300,0,57,0.0,3.0,3.0,0,1.0,1 STORY,1.0,510000
206951,HILLTOP,SINGLE FAMILY RESIDENCE,2826,1479,1557,12500,0,78,13.0,3.0,3.0,0,2.0,2 STORY,1.0,1250000
797782,SLOAN LAKE,SINGLE FAMILY RESIDENCE,1479,0,0,916,0,2,,2.0,2.0,1,3.0,MIDDLE UNIT,1.0,564000
710721,HILLTOP,SINGLE FAMILY RESIDENCE,3140,1506,1757,8940,0,29,0.0,3.0,3.0,1,2.0,2 STORY,1.0,1110024
259129,CENTRAL PARK,SINGLE FAMILY RESIDENCE,2769,0,0,1984,0,12,,3.0,3.0,2,3.5,END UNIT,1.0,640000
939940,OVERLAND,SINGLE FAMILY RESIDENCE,807,0,326,6250,0,104,,2.0,1.0,0,1.0,1 STORY,1.0,260000
752928,HARVEY PARK,SINGLE FAMILY RESIDENCE,894,0,0,6000,0,64,12.0,3.0,1.0,0,1.0,1 STORY,1.0,315000
242890,CHERRY CREEK,SINGLE FAMILY RESIDENCE,2018,454,648,2215,0,32,13.0,3.0,3.0,1,3.0,END UNIT,1.0,780000
460352,CENTRAL PARK,SINGLE FAMILY RESIDENCE,2390,0,0,2605,0,0,,3.0,3.0,1,3.0,END UNIT,1.0,640000
592200,EAST COLFAX,SINGLE FAMILY RESIDENCE,2530,0,1497,6300,0,2,,4.0,3.0,1,2.0,2 STORY,1.0,680000
158492,UNION STATION,CONDOMINIUMS,1283,0,0,0,0,39,7.0,2.0,2.0,0,1.0,END UNIT,1.0,480000
488905,UNION STATION,CONDOMINIUMS,483,0,0,0,0,2,,0.0,1.0,0,1.0,MIDDLE UNIT,1.0,355000
657116,CHEESMAN PARK,CONDOMINIUMS,1171,0,0,0,0,116,,2.0,1.0,0,1.0,END UNIT,1.0,416000
487359,WEST COLFAX,SINGLE FAMILY RESIDENCE,1845,0,0,866,0,1,,3.0,2.0,2,3.0,MIDDLE UNIT,1.0,535000
259289,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1508,0,0,2970,0,15,15.0,3.0,1.0,1,2.0,2 STORY,1.0,272500
427902,COLE,SINGLE FAMILY RESIDENCE,1204,0,144,4150,0,115,13.0,3.0,2.0,0,1.0,1 STORY,1.0,535000
939985,LOWRY FIELD,CONDOMINIUMS,1485,0,0,0,0,16,0.0,2.0,2.0,0,1.0,END UNIT,1.0,470000
555679,CHERRY CREEK,CONDOMINIUMS,858,0,0,0,0,2,,1.0,1.0,1,1.0,MIDDLE UNIT,1.0,690000
439217,HAMPDEN SOUTH,SINGLE FAMILY RESIDENCE,1768,530,663,7000,416,51,11.0,3.0,2.0,1,1.0,TRI-LEVEL W/B,1.0,510000
263877,CLAYTON,SINGLE FAMILY RESIDENCE,1106,0,0,3738,0,15,,3.0,2.0,0,1.0,END UNIT,1.0,310000
199687,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,2300,0,0,2951,0,3,,3.0,3.0,1,3.0,3 STORY,1.0,380000
933226,CENTRAL PARK,SINGLE FAMILY RESIDENCE,3275,0,986,3584,0,0,,3.0,4.0,1,2.5,2.5 STORY,1.0,796644
9039,CENTRAL PARK,SINGLE FAMILY RESIDENCE,2118,0,1036,3528,0,0,,2.0,2.0,1,2.0,END UNIT,1.0,298200
610798,SLOAN LAKE,SINGLE FAMILY RESIDENCE,1480,0,0,932,0,2,,3.0,3.0,1,3.0,MIDDLE UNIT,1.0,587500
78515,UNION STATION,CONDOMINIUMS,887,0,0,0,0,2,,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,670000
133090,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1574,0,0,4275,0,14,,3.0,2.0,1,2.0,2 STORY,1.0,330000
179378,JEFFERSON PARK,SINGLE FAMILY RESIDENCE,1466,0,0,771,0,6,,2.0,2.0,0,3.0,END UNIT,1.0,480000
172531,VIRGINIA VILLAGE,SINGLE FAMILY RESIDENCE,1440,0,0,8350,0,47,5.0,2.0,2.0,0,1.0,1 STORY,1.0,480000
128989,CHAFFEE PARK,SINGLE FAMILY RESIDENCE,807,767,807,6250,0,72,0.0,2.0,2.0,0,1.0,1 STORY,1.0,440000
366291,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1375,0,0,2145,0,4,,2.0,2.0,1,3.0,END UNIT,1.0,416000
491686,FIVE POINTS,CONDOMINIUMS,665,0,0,0,0,35,13.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,312000
855081,CHEESMAN PARK,CONDOMINIUMS,683,0,0,0,0,51,0.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,275000
172682,GLOBEVILLE,SINGLE FAMILY RESIDENCE,718,0,0,3120,0,113,,2.0,1.0,0,1.0,1 STORY,1.0,250000
834323,NORTHEAST PARK HILL,SINGLE FAMILY RESIDENCE,1135,1040,1135,6250,0,66,1.0,3.0,2.0,0,1.0,1 STORY,1.0,498500
